Sex,MaritalStatus,Age,Education,Occupation,YearsInSf,DualIncome,HouseholdMembers,UnderEighteen,HouseholdStatus,TypeOfHome,EthnicClass,Language,Income
one,two,two,four,six,unknown,one,two,zero,two,three,seven,one,two
two,unknown,six,five,one,one,three,two,zero,one,one,seven,one,three
two,four,six,three,one,five,one,two,zero,one,one,seven,one,four
two,four,seven,four,eight,five,one,three,zero,one,one,seven,one,three
two,five,two,three,two,five,one,four,one,three,one,seven,one,one
one,four,seven,three,eight,five,one,one,zero,one,one,seven,one,nine
two,five,two,two,two,two,one,two,zero,two,three,seven,one,one
one,five,six,five,one,five,one,two,one,two,one,seven,one,five
two,one,six,four,eight,unknown,three,two,zero,one,one,seven,one,six
one,one,six,five,one,five,three,two,zero,one,one,seven,one,eight
one,one,four,five,one,five,two,two,zero,one,unknown,seven,one,five
one,five,four,five,one,five,one,one,zero,one,one,seven,one,seven
two,five,two,four,two,two,one,three,zero,two,three,seven,one,two
two,one,seven,four,five,five,three,two,zero,one,one,seven,one,eight
one,two,four,five,one,two,two,two,zero,two,three,seven,one,six
two,one,six,four,one,five,three,two,zero,one,unknown,seven,one,nine
one,one,three,four,one,five,two,three,one,one,one,seven,one,eight
two,one,three,three,four,unknown,two,three,one,one,one,seven,one,eight
two,three,four,six,one,two,one,one,zero,one,one,seven,one,six
two,one,three,four,five,unknown,three,three,one,one,one,seven,one,eight
two,three,three,four,one,unknown,one,two,one,two,one,seven,one,six
two,two,five,five,one,four,two,four,one,one,one,seven,one,four
one,three,four,four,one,five,one,two,zero,one,one,seven,one,eight
two,two,three,six,one,two,one,two,zero,two,five,seven,one,eight
two,four,seven,five,eight,unknown,one,unknown,zero,one,one,seven,one,six
two,one,three,three,one,unknown,two,two,zero,one,one,seven,one,three
one,four,seven,four,eight,five,one,one,zero,one,four,seven,unknown,one
one,five,six,three,eight,unknown,one,one,zero,one,four,seven,one,two
two,three,four,six,one,four,one,two,zero,one,one,seven,one,three
two,five,two,two,nine,unknown,one,unknown,zero,two,three,seven,one,one
two,three,three,six,one,four,one,one,zero,two,three,seven,one,four
two,five,five,three,eight,unknown,one,one,zero,two,three,one,one,one
one,three,three,six,one,five,one,one,zero,one,one,one,one,nine
two,one,six,six,one,five,three,two,zero,one,five,seven,one,seven
one,one,five,five,one,unknown,two,three,one,one,one,seven,one,eight
two,five,two,four,one,unknown,one,two,zero,two,three,seven,one,six
one,two,two,four,four,four,one,five,two,three,one,seven,one,six
one,one,four,six,one,five,two,three,one,one,one,five,one,eight
one,one,five,four,one,five,two,two,zero,one,one,seven,one,eight
two,one,three,three,one,two,two,three,one,two,one,seven,one,seven
two,two,two,five,six,unknown,one,six,zero,two,one,seven,one,three
two,five,two,four,six,two,one,six,two,three,one,seven,one,one
one,five,two,three,one,unknown,one,eight,two,three,one,seven,one,nine
one,one,seven,three,eight,unknown,three,two,zero,one,four,seven,one,four
two,one,seven,three,eight,unknown,three,two,zero,one,four,seven,one,four
two,five,two,four,two,three,one,one,zero,two,two,two,one,one
two,five,two,five,three,five,one,four,zero,three,one,seven,one,one
two,one,three,five,one,five,three,four,two,one,four,seven,one,three
one,five,three,three,three,unknown,one,two,zero,two,one,seven,one,two
two,three,four,four,one,unknown,one,one,zero,two,three,seven,one,five
two,three,six,three,nine,five,one,two,zero,one,one,seven,one,three
one,three,four,five,four,three,one,three,zero,two,one,seven,one,three
two,three,four,three,eight,five,one,two,zero,one,one,seven,one,four
two,four,six,two,nine,five,one,four,zero,one,one,seven,one,two
two,one,five,four,one,five,two,two,zero,two,one,eight,one,four
one,one,three,four,four,five,two,two,zero,two,one,seven,one,five
one,one,seven,four,eight,unknown,three,two,zero,one,unknown,seven,two,five
two,one,seven,four,eight,unknown,three,two,zero,one,one,seven,one,five
two,four,six,two,eight,unknown,one,unknown,zero,three,unknown,seven,one,one
two,one,four,three,one,unknown,two,four,one,one,one,seven,one,five
two,one,four,five,two,five,two,four,two,one,one,seven,one,seven
two,one,three,three,three,unknown,two,two,zero,one,one,seven,one,five
one,one,three,four,one,five,two,four,zero,one,one,seven,one,eight
one,one,six,four,eight,five,three,two,zero,one,one,seven,one,five
two,five,two,three,six,five,one,seven,zero,three,one,seven,one,four
one,three,six,two,three,two,one,three,zero,two,one,seven,one,three
two,five,two,four,one,unknown,one,three,zero,three,one,seven,one,two
one,five,three,five,one,unknown,one,three,zero,one,one,seven,one,four
one,four,seven,four,eight,five,one,one,zero,one,one,seven,one,eight
one,four,three,five,one,unknown,one,two,zero,one,one,seven,one,nine
one,one,seven,three,eight,unknown,three,two,zero,one,one,seven,one,two
two,one,three,four,four,five,two,four,two,one,one,seven,one,seven
one,one,five,six,one,four,two,seven,four,two,one,eight,one,five
one,one,four,six,one,five,two,three,zero,one,one,seven,one,nine
two,one,three,four,six,three,three,four,two,one,one,seven,one,eight
two,one,seven,four,eight,five,three,two,zero,one,one,seven,one,four
one,five,three,four,three,unknown,one,one,zero,one,one,seven,one,six
one,five,two,five,unknown,five,one,one,zero,two,three,seven,one,four
two,one,six,three,eight,unknown,three,two,zero,one,one,one,one,two
one,five,one,two,six,unknown,one,three,one,three,one,seven,one,one
two,five,two,six,six,five,one,one,one,two,three,seven,one,one
one,five,one,two,six,five,one,three,one,three,one,seven,one,one
two,three,seven,three,one,five,one,one,zero,two,three,seven,one,three
two,one,six,four,eight,five,three,two,zero,one,one,seven,one,six
one,five,two,four,six,four,one,two,two,two,three,seven,one,nine
one,five,two,four,six,two,one,two,zero,unknown,three,seven,one,nine
two,three,five,four,three,five,one,one,zero,two,three,seven,one,one
one,unknown,five,four,one,unknown,two,two,zero,one,four,seven,one,nine
two,five,two,four,six,five,one,four,one,three,one,seven,one,one
two,one,five,unknown,unknown,unknown,two,four,one,one,one,seven,one,seven
one,one,four,four,one,unknown,two,two,zero,one,one,seven,one,four
one,three,three,four,two,five,one,one,zero,two,one,seven,one,seven
one,one,four,four,one,five,two,four,two,one,one,one,one,four
two,one,four,four,four,unknown,two,four,one,one,one,seven,one,seven
one,five,one,two,two,five,one,four,one,three,one,seven,one,one
one,five,three,five,one,five,one,one,zero,two,three,seven,one,eight
one,one,five,four,one,unknown,three,three,zero,one,one,seven,one,eight
one,five,four,four,six,four,one,one,zero,two,one,seven,one,three
two,one,four,four,one,five,two,four,one,one,one,seven,one,seven
one,one,four,five,two,five,two,two,zero,one,one,seven,two,eight
one,one,seven,three,eight,five,three,two,zero,one,one,seven,one,three
one,two,three,six,eight,five,three,two,zero,one,five,seven,one,nine
two,five,three,four,nine,four,one,unknown,zero,two,three,seven,one,one
one,two,two,four,six,unknown,one,two,zero,two,three,seven,one,one
one,five,three,four,one,five,one,one,zero,two,one,seven,one,four
two,one,three,five,one,five,two,two,zero,one,one,seven,one,eight
two,one,four,five,one,two,two,two,zero,one,one,seven,one,eight
two,two,two,four,six,three,one,two,zero,two,three,seven,one,one
one,five,four,four,seven,two,one,three,zero,one,one,five,one,five
one,five,four,five,seven,one,one,one,zero,one,one,seven,one,six
one,five,three,four,six,two,one,one,zero,two,three,seven,one,one
one,three,six,five,eight,five,one,one,zero,two,one,seven,one,six
two,one,five,four,one,five,three,two,zero,one,one,seven,one,four
two,five,one,two,six,four,one,five,three,three,one,seven,one,one
two,one,six,three,five,five,three,two,zero,one,one,seven,one,four
one,five,one,one,six,unknown,one,four,two,three,two,seven,one,one
one,five,one,two,two,unknown,one,four,two,two,two,seven,one,one
one,one,seven,three,eight,unknown,three,two,zero,one,one,seven,one,six
two,one,seven,three,eight,unknown,one,two,zero,one,one,seven,one,six
one,one,four,four,three,five,one,two,zero,one,one,seven,one,five
two,five,one,two,six,two,one,five,three,three,unknown,five,two,one
two,five,one,one,six,two,one,five,three,three,one,five,one,one
one,three,three,three,three,four,one,one,zero,two,three,seven,one,six
two,one,three,four,four,five,two,four,two,two,one,seven,one,seven
one,one,four,six,one,two,three,five,three,two,one,seven,one,five
one,five,two,three,three,two,one,three,zero,two,three,seven,two,two
one,five,two,four,one,two,one,one,zero,two,three,seven,one,four
two,four,seven,four,eight,unknown,one,two,zero,one,one,seven,one,two
one,unknown,two,three,four,five,three,unknown,four,unknown,three,one,one,two
two,five,two,four,four,five,one,three,zero,three,one,seven,one,one
one,one,three,three,three,unknown,two,three,one,two,three,seven,one,two
two,one,seven,three,eight,five,three,two,zero,one,four,seven,one,six
two,five,two,three,six,unknown,one,three,zero,three,one,five,one,three
two,one,five,three,four,five,two,two,zero,one,one,eight,one,eight
two,three,six,four,four,three,one,two,zero,two,three,seven,one,five
two,four,seven,four,eight,four,one,one,zero,one,one,seven,one,three
two,five,four,five,four,four,one,unknown,two,unknown,one,one,unknown,four
one,two,three,four,one,one,one,two,zero,two,one,seven,one,four
two,two,four,four,two,five,two,two,zero,one,one,seven,one,eight
two,five,three,four,one,unknown,one,three,zero,one,one,seven,one,eight
two,five,two,four,six,unknown,one,one,zero,two,three,seven,one,one
two,five,two,four,six,unknown,one,three,zero,two,five,seven,one,one
one,one,four,six,five,five,three,four,two,one,one,seven,one,eight
one,five,two,four,six,five,one,five,zero,two,three,unknown,one,one
two,three,six,two,eight,unknown,one,one,zero,three,one,seven,one,three
one,five,three,four,one,four,one,three,one,two,one,seven,one,four
two,five,three,five,one,five,one,one,zero,two,three,seven,one,three
one,four,seven,two,eight,unknown,one,unknown,zero,unknown,unknown,unknown,unknown,three
two,four,seven,five,eight,five,one,one,zero,one,four,seven,one,one
two,one,three,six,five,four,two,five,three,one,one,seven,one,six
one,one,three,six,one,four,two,five,three,one,one,five,one,six
one,five,four,four,eight,three,one,one,zero,one,one,seven,one,six
one,five,three,three,unknown,unknown,one,unknown,zero,two,two,eight,one,four
two,one,two,three,four,unknown,two,three,one,two,three,seven,one,five
two,three,four,six,one,five,one,one,zero,two,three,seven,one,three
one,five,one,two,six,five,one,three,one,three,one,seven,one,one
one,one,four,four,one,five,two,four,two,one,one,seven,one,four
two,one,six,three,five,five,one,unknown,zero,unknown,four,seven,one,nine
one,five,two,five,one,three,one,three,zero,two,three,seven,unknown,four
two,three,four,five,one,five,one,one,zero,two,three,seven,unknown,four
two,five,two,two,six,five,one,five,three,one,one,seven,one,one
two,one,one,two,five,five,three,three,one,two,three,seven,one,one
two,one,four,five,one,five,two,three,one,one,one,seven,one,eight
two,five,two,three,six,five,one,three,one,three,two,seven,one,six
two,five,one,two,six,unknown,one,four,two,three,four,seven,one,one
one,three,three,four,one,three,one,one,zero,three,one,seven,one,five
one,one,three,five,one,four,three,seven,five,one,one,seven,one,nine
one,one,five,four,two,five,two,two,zero,one,two,seven,one,six
one,one,six,five,one,five,three,two,zero,one,four,seven,one,nine
two,one,three,three,one,unknown,two,two,zero,one,one,five,one,four
one,five,one,two,six,unknown,one,four,two,three,one,one,one,one
two,three,three,four,four,five,one,three,two,one,two,five,one,three
one,five,one,one,six,unknown,one,two,one,three,three,eight,one,one
one,three,seven,three,eight,unknown,one,one,zero,two,two,seven,one,two
one,one,seven,three,eight,four,three,two,zero,two,three,seven,one,three
one,five,one,two,six,five,one,seven,four,three,one,three,one,one
one,unknown,one,two,six,two,one,unknown,zero,three,one,three,one,one
two,one,three,five,one,five,two,three,one,one,one,seven,one,eight
two,one,three,four,four,three,two,five,three,one,one,seven,one,seven
one,five,five,six,two,unknown,one,one,zero,one,one,seven,unknown,eight
one,five,three,four,one,five,one,one,zero,one,one,five,two,five
one,five,three,six,two,four,one,one,zero,one,five,seven,one,nine
one,five,one,three,six,five,one,five,two,three,one,seven,one,one
two,five,one,three,six,unknown,one,two,one,three,one,seven,one,one
two,five,three,four,six,unknown,one,two,one,two,three,seven,one,one
one,five,three,four,one,five,one,two,zero,one,one,seven,one,seven
two,four,seven,three,eight,five,one,one,zero,one,one,seven,one,three
one,five,one,two,six,unknown,one,four,two,three,one,one,one,one
two,five,two,four,four,five,one,five,zero,three,one,seven,one,one
two,one,five,four,two,five,two,two,zero,one,one,five,one,eight
one,three,five,five,two,five,one,two,zero,one,one,seven,one,one
one,two,two,three,nine,unknown,one,unknown,zero,unknown,unknown,unknown,two,two
one,five,two,two,six,two,one,unknown,zero,unknown,unknown,unknown,two,two
one,five,four,five,one,four,one,one,zero,one,one,seven,one,six
two,one,four,three,four,unknown,two,five,three,one,one,five,one,six
two,five,one,two,six,unknown,one,five,three,three,one,five,one,one
one,three,five,two,three,two,one,one,zero,two,unknown,seven,one,six
one,two,two,three,four,five,one,three,zero,three,three,seven,one,four
two,five,three,five,one,one,one,two,zero,two,two,two,one,four
one,three,four,six,three,five,one,one,zero,two,one,seven,one,three
one,one,four,five,four,four,two,two,zero,two,one,seven,one,six
two,one,six,four,eight,five,two,two,zero,one,one,seven,one,four
two,unknown,four,six,five,unknown,three,three,one,unknown,three,seven,one,one
one,one,four,three,nine,five,three,three,one,two,three,five,one,two
two,five,one,two,six,five,one,two,one,three,one,seven,one,one
one,five,three,four,three,unknown,one,three,zero,one,one,seven,one,six
one,five,one,two,six,two,one,four,one,three,two,seven,one,one
two,five,two,four,four,one,one,one,zero,two,one,seven,one,two
one,five,two,three,three,unknown,one,four,zero,one,one,seven,one,nine
two,five,two,four,six,unknown,one,unknown,zero,three,one,seven,one,one
one,three,five,four,one,unknown,one,one,zero,two,three,seven,one,six
one,one,six,four,two,unknown,three,two,zero,one,one,seven,one,eight
one,one,five,four,one,four,two,five,two,one,one,seven,one,nine
two,one,three,four,five,unknown,three,four,two,one,one,seven,one,seven
two,one,three,six,five,five,three,four,two,one,one,seven,one,six
one,five,two,three,nine,two,one,four,zero,three,one,two,one,two
two,one,three,five,one,unknown,two,two,zero,one,one,seven,one,six
one,two,three,three,one,five,one,two,zero,one,one,seven,one,three
one,five,three,four,three,five,one,two,zero,two,one,seven,one,seven
one,two,three,four,one,four,three,two,zero,two,one,seven,one,eight
two,two,three,five,six,five,two,two,zero,two,five,seven,one,one
two,two,three,five,four,unknown,one,two,zero,two,five,seven,one,one
two,four,seven,six,eight,unknown,one,one,zero,one,one,seven,one,seven
one,five,two,three,three,unknown,one,four,zero,three,one,five,two,three
